APPCH:010,R,R28RX, ,MCANE,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R28RX, ,YOURS,K7,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,2490,0040,+,01500,     ,     , ,   ,    ,   ,RW28R,K7,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R28RX, ,FLABS,K7,P,C,E   , ,302,TF, , , , , ,      ,    ,    ,2490,0029, ,     ,     ,     , ,   ,-310,   , , , , , ,B,J,S;
APPCH:022,R,R28RX, ,FREBY,K7,P,C,E   , ,302,TF, , , , , ,      ,    ,    ,2490,0006, ,     ,     ,     , ,   ,-310,   , , , , , ,B,J,S;
APPCH:030,R,R28RX, ,RW28R,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2790,0009, ,00078,     ,     , ,   ,-310,   , , , , , ,B,J,S;
APPCH:040,R,R28RX, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2790,    ,+,00420,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R28RX, ,JANTU,K7,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R28RX, ,MORGA,K7,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:070,R,R28RX, ,MORGA,K7,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,3430,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R28RY,CUPED,CUPED,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,2790,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R28RY, ,CUPED,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R28RY, ,RELTY,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2790,0060,+,01500,     ,     , ,   ,    ,   ,RW28R,K7,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R28RY, ,RW28R,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2790,0045, ,00076,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R28RY, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2790,    ,+,00500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R28RY, ,MORGA,K7,E,A,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R28RY, ,MORGA,K7,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,3430,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R28RZ,COTEB,COTEB,K7,E,A,E  B, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,18000,-,210,    ,   , , , , , ,A,P,S;
APPCH:020,A,R28RZ,COTEB,FENED,K7,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:030,A,R28RZ,COTEB,CAFEN,K7,P,C,E   ,L,010,RF, , , , , ,002800,    ,    ,    ,0090,+,01900,     ,     , ,   ,    ,   ,CFFPP,K7,P,C, ,A,P,S;
APPCH:040,A,R28RZ,COTEB,RELTY,K7,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:010,A,R28RZ,CUPED,CUPED,K7,P,C,E  B, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R28RZ,CUPED,CAFEN,K7,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:030,A,R28RZ,CUPED,RELTY,K7,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:010,A,R28RZ,HETMO,HETMO,K7,E,A,E  B, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,18000,-,210,    ,   , , , , , ,A,P,S;
APPCH:020,A,R28RZ,HETMO,JERMA,K7,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:030,A,R28RZ,HETMO,RELTY,K7,P,C,EE  ,R,010,RF, , , , , ,003000,    ,    ,    ,0054,+,01500,     ,     , ,   ,    ,   ,CFFLP,K7,P,C, ,A,P,S;
APPCH:020,R,R28RZ, ,RELTY,K7,P,C,E  F, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,18000, ,   ,    ,   ,RW28R,K7,P,G, ,A,P,S;
APPCH:030,R,R28RZ, ,RW28R,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2790,0045, ,00076,     ,     , ,   ,-300,   , , , , , ,A,P,S;
APPCH:040,R,R28RZ, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2790,    ,+,00500,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:050,R,R28RZ, ,MORGA,K7,E,A,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:060,R,R28RZ, ,MORGA,K7,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,3430,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:010,R,R32-Y, ,LIDRE,K7,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R32-Y, ,RUMDE,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3210,0075,+,01500,     ,     , ,   ,    ,   ,RW32,K7,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R32-Y, ,RW32,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3210,0045, ,00073,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R32-Y, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3210,    ,+,00266,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R32-Y, ,FOMID,K7,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R32-Y, ,MORGA,K7,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R32-Y, ,MORGA,K7,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,3430,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R32-Z,BEKAH,BEKAH,K7,E,A,E  B, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,18000,-,210,    ,   , , , , , ,A,P,S;
APPCH:020,A,R32-Z,BEKAH,QATHY,K7,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:030,A,R32-Z,BEKAH,COBAC,K7,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:040,A,R32-Z,BEKAH,REEEL,K7,P,C,E   ,L,010,RF, , , , , ,002200,    ,    ,    ,0061,+,02400,     ,     , ,   ,    ,   ,CFFSZ,K7,P,C, ,A,P,S;
APPCH:050,A,R32-Z,BEKAH,RUMDE,K7,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,0030,+,01500,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:010,A,R32-Z,HETMO,HETMO,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,18000,-,210,    ,   , , , , , ,A,P,S;
APPCH:020,A,R32-Z,HETMO,KARRL,K7,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:030,A,R32-Z,HETMO,PALLM,K7,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:040,A,R32-Z,HETMO,RUMDE,K7,P,C,EE  ,R,010,RF, , , , , ,003000,    ,    ,    ,0074,+,01500,     ,     , ,   ,    ,   ,CFFPN,K7,P,C, ,A,P,S;
APPCH:010,A,R32-Z,LIDRE,LIDRE,K7,E,A,E  B, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R32-Z,LIDRE,REEEL,K7,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:030,A,R32-Z,LIDRE,RUMDE,K7,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,R,R32-Z, ,RUMDE,K7,P,C,E  F, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,18000, ,   ,    ,   ,RW32,K7,P,G, ,A,P,S;
APPCH:030,R,R32-Z, ,RW32,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3210,0045, ,00073,     ,     , ,   ,-300,   , , , , , ,A,P,S;
APPCH:040,R,R32-Z, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3210,    ,+,00322,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:050,R,R32-Z, ,FOMID,K7,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:060,R,R32-Z, ,MORGA,K7,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:070,R,R32-Z, ,MORGA,K7,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,3430,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,P,S;
RWY:RW10L,     ,      ,00016, ,IPBI,1,   ;N26405897,W080061692,1200;
RWY:RW10R,     ,      ,00017, ,    , ,   ;N26405228,W080062264,0000;
RWY:RW14 ,     ,      ,00017, ,    , ,   ;N26413060,W080061448,0000;
RWY:RW28L,     ,      ,00014, ,    , ,   ;N26405073,W080054725,0000;
RWY:RW28R,     ,      ,00018, ,IPWB,1,   ;N26405513,W080044894,0811;
RWY:RW32 ,     ,      ,00016, ,    , ,   ;N26404485,W080052387,0418;
